episode,timestep,reward   update_timestep 4 * max_ep_len -> max_ep_len, K_epochs 200 -> 80

63,152000,[ 5518.9507 -1191.7013 -1184.0931 -3389.5903 -3641.5914]
64,156000,[ 1836.1697  1908.0547 -3670.5541 -3380.0234 -3791.4569]
66,160000,[  979.751   -438.2935   417.376  -2798.6906 -3692.7572]
68,164000,[ 1432.2798 -1040.2611 -1935.2605 -2827.5316 -3752.957 ]
70,168000,[-1879.2028 -1395.5844 -1363.8617 -2963.0871 -3758.0019]
72,172000,[ 1875.6389 -1591.4317 -2111.8608 -3015.6059 -3749.1399]
75,176000,[   62.5782  -861.9456 -1585.2953 -3284.4848 -3784.5835]
77,180000,[-1260.6413  -562.5195  -836.0493 -2981.148  -3824.1629]
80,184000,[ 1267.0349  -424.3227 -2601.2328 -3132.3757 -3655.9963]
82,188000,[-2808.183   -771.6786 -2355.1777 -3220.1766 -3706.5352]
84,192000,[ -320.2168  -227.2429  -800.8592 -2773.5612 -3950.8594]
87,196000,[-3721.1862    80.2784  -906.7251 -2472.1721 -3871.272 ]
89,200000,[-1791.0737  -539.9362  -673.3573 -3043.6855 -3797.3472]
91,204000,[ 2044.9574   604.2981  -533.869  -3123.7327 -3623.5763]
94,208000,[-1276.7265  -806.0137 -1173.13   -2741.8304 -3796.1113]
96,212000,[ 1227.7235  -411.4733 -3414.7918 -2751.2922 -3864.63  ]
98,216000,[-2071.872  -1298.683  -1204.3978 -3112.6634 -4031.0858]
100,220000,[-2865.7155  -763.1569 -2680.6791 -3092.1102 -4407.9968]
102,224000,[ 1201.0264  -900.3654 -2114.024  -2973.6643 -3726.1876]
104,228000,[-1819.1454  -440.1987 -2734.0431 -2122.0986 -3850.0248]
106,232000,[-1115.1607   -96.1469 -2475.593  -3095.5234 -3744.5296]
108,236000,[ 1241.0146 -1065.8013 -1825.4956 -3169.6457 -3916.2363]
110,240000,[-1047.5799  -979.4327 -1841.947  -4040.7324 -3772.6195]
112,244000,[ 1472.1383 -2488.2819 -2858.9074 -2869.2382 -3613.9662]
114,248000,[ -931.6784 -1844.7636 -3623.1335 -3997.9719 -3817.5825]
116,252000,[ -561.5783   344.3696 -3277.4055 -1868.3854 -4397.2887]
117,256000,[-4017.4682  -690.3909 -2623.1474 -3040.2442 -3544.5775]
119,260000,[ 2029.5198 -1536.6082 -1046.3678 -1639.0837 -3718.1944]
120,264000,[ -593.4486   900.7572  1666.1909 -3205.9792 -4397.8423]
121,268000,[ 5333.1308  1426.6906  -748.4181  4227.9263 -3884.995 ] <- saved best model
122,272000,[ 8946.6592 -5000.       -72.6259 -1388.9039 -3941.3201]
123,276000,[ 7247.6115 -3646.8053  7230.1611 -2953.8386 -3962.6528]
125,280000,[-1377.0053   504.527   -718.402  -2029.3074 -3931.0443]
127,284000,[ 1458.7821  -693.2512 -1148.7294 -3588.6922 -4132.288 ]
129,288000,[  916.3494 -1723.4872 -3142.8916 -3377.3342 -3754.5923]
130,292000,[ 3713.2007  -602.1034   -53.344  -2967.0045 -4409.5636]
131,296000,[-3930.8604  2121.4555  1166.8074 -2909.2855 -3689.9112]
133,300000,[ 2050.6799  -914.999   -413.8528  -655.6839 -4153.173 ]
135,304000,[-1827.8259  1157.2358  -575.0118 -3957.6115 -4360.4654]
137,308000,[-1803.9657 -1594.1386 -1225.8689 -2747.1828 -4340.7997]
138,312000,[ 3774.7387 -1471.8015 -2149.4467 -3122.4543 -3568.2239]
139,316000,[-4538.9796  1800.2176  -203.6953 -2576.5049 -3714.6159]
140,320000,[ 1760.1039   930.4798  -367.5469 -1557.8307 -4393.3039]
143,324000,[ 1898.7801 -1797.0843 -1798.1015 -3011.7963 -4076.5808]
144,328000,[ 3900.3251   515.5172 -5000.     -2634.5903 -3922.8344]
145,332000,[ 8643.4661 -5000.     -2022.1706 -2727.5906 -3638.7745]
147,336000,[ -916.8316    58.2824 -1860.2298 -2033.0235 -3785.7631]
149,340000,[ 1613.1075 -3234.9153 -1018.7709 -2935.7359 -3960.7288]
151,344000,[-4693.0278 -1448.9371  -948.2593 -3122.5513 -3849.8545]
153,348000,[-2836.6728 -2999.7522     7.5505 -2536.5101 -4103.1538]
154,352000,[-1155.6394  2690.816  -1995.6862 -3326.7971 -3528.0592]
156,356000,[  -80.3804  -351.0943  -994.5959 -1615.141  -3795.2899]
157,360000,[ 4286.9963 -5000.        17.8579 -3222.8491 -4363.0628]
158,364000,[ 3402.3748 -1803.8818   633.0043 -1672.0215 -4028.4423]
160,368000,[-1216.4584  3798.8981 -2815.9859 -2091.6237 -4116.9149]
161,372000,[ 4330.5503  7879.926  -3373.2883 -3152.0163 -3837.6406]
162,376000,[-3820.7644    26.5162   401.3417 -3005.2931 -4405.5469]
163,380000,[ 7576.6842  2539.6045   295.3236 -3125.5144 -4006.6885]
165,384000,[ 2218.0574    28.3088 -2968.2594 -4093.4897 -4632.9415]
167,388000,[-3313.0325  -377.6985 -2625.8732 -4009.2774 -4347.6745]
169,392000,[  382.4525 -2894.7891 -3346.4697 -3053.7045 -4314.4963]
170,396000,[ 4692.0527  -891.037   -947.5156 -4985.3623 -5000.    ]
172,400000,[-3994.2296   365.9783 -3438.1392 -3211.5166 -3739.4546]
173,404000,[  711.2471  -206.9985 -3280.1142 -2909.2795 -3840.6727]
174,408000,[ 4861.5037   101.2257 -3203.5404 -2534.492  -3705.2519]
176,412000,[ -400.4309  -460.1509  -853.7611 -3050.2922 -3976.1715]
179,416000,[-1234.2287 -2368.7012 -4025.1783 -3105.413  -3926.9067]
180,420000,[ 1363.1183   531.5271  -192.7079 -4973.0458 -4007.4246]
182,424000,[  877.5812 -1170.183   -771.2233 -3574.2889 -3799.2809]
184,428000,[ 1557.0792   598.1083 -3200.8353 -2322.7876 -4861.778 ]
187,432000,[   17.3069 -2358.1185 -3231.7929 -3009.1999 -4155.4309]
189,436000,[ 1075.7678 -1545.648  -2807.7948 -2782.42   -3836.8092]
192,440000,[ 1416.0759 -1253.8417 -3424.9338 -3177.6392 -4178.5812]
194,444000,[  914.5564  -447.1813 -2666.9256 -2684.1982 -3993.2171]
195,448000,[-1189.5529  1811.9192 -3401.6276 -2702.4916 -3739.2039]
197,452000,[ 1112.4929  -462.8353 -1342.6663 -3765.2701 -3772.5281]
200,456000,[ -592.4236 -1057.9026  -549.511  -3269.4743 -4110.5028]
202,460000,[-2314.6819 -2975.5117 -2405.7881 -2907.482  -3835.3396]
204,464000,[-2035.9876   595.3387 -1735.2138 -2978.4972 -4280.0147]
205,468000,[ 1507.2217  -903.3771  -299.0701 -3065.7385 -3959.0649]
207,472000,[-4580.209     25.1373 -2101.3033 -2424.3096 -4113.4161]
209,476000,[ -778.6028    22.0051 -2109.2984 -3016.9073 -4313.5261]
211,480000,[  916.3723   130.5013 -1794.7739 -2940.8649 -3785.848 ]
213,484000,[-1251.3371  -900.8675 -4090.9766 -3482.8575 -3777.7879]
214,488000,[ -118.932   1065.1857 -1570.2059 -3333.0543 -4050.9835]
216,492000,[ 1460.8939   970.6839 -2469.1421 -2577.7277 -3773.5576]
217,496000,[ 1790.1803  1233.3625 -2470.4759 -2304.6766 -4878.0667]
220,500000,[ -743.966   -799.6198 -2262.6639 -3479.9702 -3836.6374]
222,504000,[-1388.9186  -758.2427 -4600.2984 -3627.9626 -4250.2155]
224,508000,[  452.2377 -1413.2617 -2539.4317 -2567.5847 -3886.3041]
226,512000,[ -938.7658  -126.2332 -2879.2732 -2774.5269 -3715.8265]
228,516000,[-3124.9667 -1178.568   -369.4592 -2834.1521 -4090.2919]
230,520000,[ 1299.5631   -14.3913  -511.4961 -2858.3914 -3925.7494]
231,524000,[-1715.869  -2368.0302  -600.0621 -2378.2627 -4019.2288]
233,528000,[ -776.5303 -2054.3578 -3872.6551 -3199.2392 -3891.4327]
235,532000,[ 2328.8306 -1321.2133  -197.6482 -4105.334  -3981.4125]
237,536000,[ -479.7539 -1528.1057 -2546.6484 -3767.9719 -3978.1462]
239,540000,[  833.6995  1751.6854 -3163.1857 -3262.405  -4638.8385]
241,544000,[  268.0668  -479.1978 -3166.3937 -2720.5701 -3792.6867]
242,548000,[ 1673.505   1103.3688 -1695.8451 -3062.47   -3716.622 ]
244,552000,[ 1699.0033 -1522.6003 -3756.5761 -2254.9032 -4241.4737]
246,556000,[-2487.1254  -439.8079 -2238.3787 -3984.9689 -4265.964 ]
248,560000,[-3591.4696   249.1567 -4231.0653 -3033.206  -4371.1392]
250,564000,[-4539.328   1714.3225 -1406.3294 -1908.8727 -3820.4739]
251,568000,[-4473.3701 -4973.4733 -1027.5376 -2276.7234 -3801.022 ]
253,572000,[-1146.8422   151.2635 -2669.795  -2233.351  -4527.4005]
254,576000,[-4110.1659 -2270.7815  5619.0468 -3745.7295 -3674.6616]
256,580000,[ 2431.986   -250.1936 -3713.316  -3351.1805 -4150.2955]
257,584000,[ 6024.567    973.9537 -4341.2696 -2588.9617 -4437.6224]
258,588000,[ 6660.7596 -1046.9019  -104.8231 -3325.714  -3730.1621]
259,592000,[  539.4573  1757.4756    98.7098 -1699.7259 -4429.7961]
261,596000,[-2035.0057   559.9993  -812.6293 -2624.7528 -4243.0611]
264,600000,[-2580.5191  -710.6513 -1492.8793 -2474.4423 -3808.043 ]
266,604000,[-1722.9039 -1641.3742 -2913.8218 -2833.765  -4284.3244]
268,608000,[-1168.9669   182.7846 -3649.4529 -3779.1976 -4140.2588]
270,612000,[ 1207.8131   234.8382 -2608.1821 -2663.6376 -3628.0396]
272,616000,[ 1762.5877  -963.6301 -1828.7444 -3526.8956 -4077.2924]
274,620000,[  813.4361  -643.1506 -2139.6436 -2845.51   -3660.5235]
277,624000,[ -628.9856 -1955.4463 -2037.128  -2713.0173 -3678.0116]
279,628000,[-2587.102  -1123.6742 -2555.7098 -2461.1987 -3720.926 ]
281,632000,[ 1008.3963 -1137.2385 -3038.8936 -3297.2546 -3848.949 ]
284,636000,[-2571.5962 -1242.9459 -1002.7057 -3443.5182 -4516.485 ]
285,640000,[-2197.248  -1499.8802  -921.9387 -2885.8995 -3691.568 ]
289,644000,[-1836.871  -1285.3289 -2800.1599 -2986.5221 -4133.3163]
292,648000,[-1278.9383 -1938.9418 -2282.845  -3018.6461 -3772.8813]
294,652000,[ -901.1618 -1281.1839 -2721.1445 -3245.6815 -4025.3053]
297,656000,[-2494.0638 -1554.7208 -3071.978  -3098.4548 -4327.7154]
300,660000,[-2656.7079 -1306.2908 -2329.8437 -3305.242  -4055.6766]
303,664000,[-4281.9782  -856.3749  -794.335  -3164.5636 -4370.5073]
306,668000,[ -578.9363 -1183.383  -1846.6567 -3099.9266 -4112.0827]
309,672000,[-4177.5083 -1585.4382 -1483.1826 -3061.9621 -3985.7037]
311,676000,[  738.7314 -1672.4925  -922.3385 -3024.3372 -4120.2651]
314,680000,[ -825.5473 -1550.5137 -2936.1283 -2970.2753 -3655.8394]
317,684000,[ -280.0241 -3025.5805 -1557.8471 -3062.5875 -3592.0106]
319,688000,[-1138.3685 -1036.4778  -904.2081 -3035.8989 -3964.1577]
322,692000,[-3647.4187  -869.6384 -1865.984  -3003.433  -3849.9024]
325,696000,[-1548.2284  -992.586  -1671.1656 -2889.0621 -3978.6934]
328,700000,[-2281.971  -1057.3492  -987.7295 -2979.4696 -3841.2928]
330,704000,[  950.7248 -1187.3835 -1878.1114 -2594.5418 -4137.0925]
332,708000,[-1854.8113 -2236.7476 -1321.526  -3094.4538 -3676.8696]
335,712000,[ -723.8539 -1278.7274 -2803.5134 -2980.7897 -4013.1868]
337,716000,[-4425.3648 -1300.8622 -2423.0313 -2822.6646 -4146.305 ]
339,720000,[-1810.7467  -235.2416 -1819.3891 -3092.2033 -3799.8264]
342,724000,[ 1235.8426  -913.1979 -2645.6692 -2983.4671 -3683.2409]
344,728000,[-1600.5025  -841.174  -2075.1664 -3014.0254 -4189.9659]
347,732000,[-2224.1203 -1221.622  -1271.2681 -2998.381  -3977.2201]
350,736000,[-4231.4916  -999.2668 -1676.9732 -2942.0444 -3793.7994]
352,740000,[-1354.4319 -1036.8487 -3182.9819 -3176.7252 -3918.383 ]
355,744000,[ -586.5689 -2593.8271 -1974.1092 -3261.2703 -3921.1603]
358,748000,[  926.3869 -1400.624  -1631.9128 -3220.796  -3851.5904]
360,752000,[  549.6244 -1295.1637  -722.9764 -2772.5028 -3735.4273]
362,756000,[ 1314.8573  -859.9267  -463.2361 -2458.3298 -3747.07  ]
363,760000,[ 1928.0788  -557.0736  -505.1174 -3026.482  -4322.0666]
365,764000,[ 1970.3205     4.754   -702.5104 -2528.863  -3607.5264]
367,768000,[ 1799.7305 -1419.4615 -2830.8874 -3775.0326 -3706.9676]
370,772000,[-3262.7761  -704.5643 -2171.7134 -3716.659  -4248.2089]
373,776000,[-1151.4068 -2437.5533 -1870.7945 -2873.4346 -3910.2915]
376,780000,[-4393.5348 -2603.315   -661.1812 -2906.9953 -3966.4332]
378,784000,[ 1077.296    -90.8863  -894.033  -2926.7851 -3824.9771]
380,788000,[ 1688.9704  -288.1389 -1268.7477 -2971.6103 -3895.8087]
383,792000,[-2459.4609 -1205.7807 -2500.0446 -3723.1777 -4132.1177]
385,796000,[ 1712.9714 -1887.5628 -2199.3761 -3104.1752 -4571.4071]
387,800000,[ 1252.6427   -44.8578 -2430.9711 -4040.8916 -3988.3226]
390,804000,[-2344.9885 -2415.0875 -2397.0675 -3056.3562 -3795.0533]
393,808000,[-2505.5921 -2485.7133 -2127.4663 -3182.9244 -3751.1417]
395,812000,[ 1271.0076  -939.7502 -2319.9181 -3049.693  -3751.9163]
398,816000,[ -381.7195 -1602.5306 -2573.4008 -2932.7704 -3702.6816]
401,820000,[-2061.2631  -851.7449 -1481.9781 -3018.8203 -3835.1775]
403,824000,[  492.4448  -621.7984 -3385.9041 -3006.7497 -3613.5676]
405,828000,[-1641.3181  -364.5675 -2115.041  -2963.9448 -3702.0026]
408,832000,[ -548.2492  -513.8728 -2554.4394 -3667.9431 -4549.6769]
409,836000,[ 1359.3341 -2407.5037 -1494.1165 -2291.6876 -3394.1327]
412,840000,[  275.2475 -1652.2935 -3797.5458 -2600.587  -3832.8364]
414,844000,[ 1543.0472 -1019.6804 -2535.6143 -3267.7315 -3960.7643]
416,848000,[-4210.3821 -1517.9302  -900.8176 -2511.6897 -4172.0001]
418,852000,[ 1518.7637   462.7136 -2515.0486 -2609.6948 -3797.8295]
419,856000,[ 1924.9274 -1220.7908 -3133.222  -1017.1068 -3829.179 ]
421,860000,[ -772.0099   516.6842 -2357.6219 -3343.0942 -4172.6792]
423,864000,[ 1667.8562 -1631.1656 -1784.195  -4231.4805 -4085.2231]
425,868000,[-4217.5011   117.126  -1772.8037 -2856.8248 -3257.3609]
427,872000,[ 1852.0807  -968.0643 -3522.6622 -3011.5438 -3806.7274]
429,876000,[  752.1799   -45.4918  -380.737  -2490.2261 -3337.8206]
430,880000,[ 1978.3122  -618.207  -1269.6904 -2586.9519 -3983.7449]
432,884000,[ 3906.9679 -2136.528  -1544.8501 -2974.6786 -4356.4706]
434,888000,[ 1729.9747  1493.5199 -2916.0549 -3824.8094 -4069.3134]
436,892000,[ 1883.4786 -1811.1817 -2597.3608 -3111.4642 -4000.4653]
438,896000,[-1176.3975 -1102.8631 -2322.7019 -2146.6    -4373.1505]
440,900000,[-1941.3585 -2926.6681 -1741.014  -3986.4316 -4378.4969]
441,904000,[ 7767.4318 -1514.4574 -2721.2581 -3046.3679 -3680.9671]
442,908000,[ 3739.8165  -921.724  -2999.9015 -2969.3637 -3725.9396]
444,912000,[ 5683.2156 -1177.8702 -1103.114  -3973.0199 -3690.3588]
445,916000,[ 9410.7712  1718.3188  -759.714  -2563.6467 -3758.305 ]
446,920000,[ 3031.7785 -1384.994  -3113.7897 -1075.1384 -3791.2454]
447,924000,[ 2230.5981 -1114.832   5236.0028 -1648.6407 -3699.2789]
449,928000,[ 2532.626   1701.726   -438.3861 -2720.2863 -3856.6995]
451,932000,[-1521.3202   610.482  -2095.8478 -2034.0023 -3705.2103]
453,936000,[  947.8667   129.1415 -3049.4119 -2960.1247 -3745.398 ]
454,940000,[ 2857.3172  1304.3121 -1213.0533 -3011.29   -3543.2736]
455,944000,[-1496.4649   872.4378  5725.7284  -410.208  -3616.1765]
456,948000,[ 2950.813   2800.6416   865.5941 -3240.994  -5000.    ]
458,952000,[ 3368.7141   655.634  -1297.7822 -4959.4886 -3640.302 ]
460,956000,[ -297.3752 -3015.5672   559.7472 -2228.7159 -3977.8737]
462,960000,[ 1768.8356   452.8669  -693.0245 -1813.037  -4122.0185]
463,964000,[ 1047.9381 -1614.692    545.6867 -1923.6805 -3565.1153]
465,968000,[ 1011.6971  1223.702  -1716.5039 -3063.2586 -4810.0449]
466,972000,[ 4519.0524  1749.2326 -3035.806   -759.8645 -3651.6732]
468,976000,[ 2706.9659  -134.8205 -3226.0786 -2173.1506 -4276.2175]
469,980000,[ 2441.4952  -898.3495 -1741.275  -2573.0371 -3653.763 ]
471,984000,[-1.3209234e+03 -1.1960513e+03 -7.3390000e-01 -4.2531209e+03
 -4.5616933e+03]
473,988000,[-1638.1383  -484.0594 -1165.4471 -2416.4478 -4331.8343]
475,992000,[ -695.8214  -893.0441 -3052.8133 -2221.4389 -4209.3941]
477,996000,[-1647.178    142.4576 -2417.5663 -2985.225  -3449.0076]
479,1000000,[-1766.3261  -577.7485 -1927.5797 -2676.9024 -3699.119 ]
481,1004000,[ 1317.6018 -2609.2249  -672.7699 -1839.5262 -3997.4114]
483,1008000,[-2804.3429    82.7173 -1895.4967 -2055.8378 -3898.9059]
485,1012000,[-1071.1729 -1055.2146 -2217.5394 -2984.7498 -4568.4159]
486,1016000,[-4169.7316  1929.3478 -3130.1008 -2900.4882 -4024.3937]
488,1020000,[-1608.3819  -987.3532 -2420.7748 -1999.6416 -3755.9964]
490,1024000,[ 1098.7095  -140.3257 -2751.8423 -2149.2762 -4008.2752]
493,1028000,[ -522.7005   122.499  -1511.7137 -2690.3112 -3834.9296]
494,1032000,[ 1940.0977  1139.0279 -1128.5659 -2687.9491 -3287.7771]
496,1036000,[-1609.0744 -1573.9712 -1681.5119 -2486.6266 -3746.9301]
497,1040000,[ 2213.7552 -1193.2314   697.7086 -5000.     -3631.7919]
499,1044000,[ -679.6798  -599.6762   701.2773 -2968.3566 -3610.1083]
500,1048000,[ 1754.8296 -1269.6762 -4118.4842 -2773.1469 -3644.2592]
502,1052000,[  956.3257  -642.9455  -847.7177 -1829.7461 -4219.8078]
503,1056000,[-4154.1586   377.3103 -1631.8927 -3457.9863 -3557.0659]
505,1060000,[ 1199.4622  -939.8162 -2819.0348 -1140.9096 -3929.2178]
507,1064000,[-4625.4216 -1153.4212 -3188.1676 -2470.8321 -3696.5973]
508,1068000,[ 1864.3968  6240.1508 -2166.156  -3099.0028 -4589.2066]
509,1072000,[  102.7479  -882.0704 -3109.6768 -2646.0819 -2634.406 ]
510,1076000,[ 1300.2788 -1087.8458    36.007  -1452.4637 -3295.9828]
512,1080000,[  840.7715  -267.968   -332.8859 -1763.9459 -3378.9026]
513,1084000,[-4356.8118 -2931.8417  -650.9936 -2685.0706 -3716.896 ]
514,1088000,[-4067.6048 -1627.8273  -176.5577 -1743.8509 -3940.7701]
515,1092000,[ 2826.5731 -1426.0472    32.1328 -2559.0787 -3861.8848]
516,1096000,[ 5728.7979  1278.7641 -5000.     -3103.5534 -2723.8619]
518,1100000,[  766.8314 -1213.7195 -1359.9054 -2489.2304 -4483.3773]
519,1104000,[ 3065.2245  -252.7745  -716.1701 -3024.0931 -3846.5682]
520,1108000,[-5000.     -5000.      -786.258  -4548.5872 -4972.9066]
523,1112000,[-1669.926  -1335.5884 -3043.4659 -3654.1568 -4885.7032]
525,1116000,[ 1265.4412 -3041.255  -4063.3593 -3189.2157 -3793.8694]
526,1120000,[ 1275.5873  -955.4125  -327.8037 -2132.6951 -3791.6364]
528,1124000,[-2274.6774 -1901.3433  -363.3895 -2717.3565 -3810.7696]
530,1128000,[-1760.6834 -3320.0489 -3205.9281 -2959.2691 -4646.059 ]
532,1132000,[ 1009.0341 -2096.9778 -2475.7812 -3198.7816 -3723.6124]
